what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558894401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558896115
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500558896328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558902094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558913268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558914350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558961441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500558964566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559000943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559004771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559005596
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1500559008805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559008983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559009964
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500559010158
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1500559014663
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500559017894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559023109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559032396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559037586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559038415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1500559044833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1500559046348
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1500559049921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559059431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559694869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559697315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559713028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559716007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559724235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559726652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559730854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500559730947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559734303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500559771818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560561262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560561647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560561997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560578537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560580438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560581656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560583508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560584679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560587342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560588919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500560620918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566264873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566273527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566275835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566312688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566624670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566632277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566683991
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1500566686744
error,log,,,"Core exception while retrieving the content description",1500566687859
error,log,,,"Core exception while retrieving the content description",1500566687863
error,log,,,"Core exception while retrieving the content description",1500566687884
error,log,,,"Core exception while retrieving the content description",1500566687898
error,log,,,"Core exception while retrieving the content description",1500566687911
error,log,,,"Core exception while retrieving the content description",1500566687915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500566689601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572530808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572530943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572530988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572531551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572532674
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500572534610
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1500572864802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500572961242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500623381213
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500623383851
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500623383893
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500623385218
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1500623386754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500623390476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500623738051
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1500623743553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624147636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624151352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624190695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624192134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624223924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624225696
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1500624230472
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1500624230842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624246587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1500624246678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624257787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1500624260829
